53858,284979,325123,199710
38321,72324,325419,950868,224118
222688,320340,512559
53858,94006,232840,284979,689758,547167
1403212,2855328,1518538
1834,1271772,2469046
324905,520646,1130894
222688,320340,326139,1286248,507991
9586,14877,325419,183309
9586,38321,210886
53858,689758,1280220
520267,1913582,1331530
1403212,2855328,1520712
53858,74410,284979,1227596,201071
91013,222688,320340,324847,326139,1286248,2949878,2937744
74410,324847,689758,1291064
2855328,3567610,3491626
1834,1403212,1521954
232840,324847,543754
74410,689758,863746
520267,887610,922922,785140
284979,325123,1153110
53858,324905,325123,1209666
53858,284979,1285762,201002
1834,924116,1939880
38321,72324,284979,324847,324905,2936482
324905,325123,325419,215830
